,title,abstract,journal,link,category
576,"Trust and Betrayals: Reputational Payoffs and Behaviors without
  Commitment","I study a repeated game in which a patient player (e.g., a seller) wants to
win the trust of some myopic opponents (e.g., buyers) but can strictly benefit
from betraying them. Her benefit from betrayal is strictly positive and is her
persistent private information. I characterize every type of patient player's
highest equilibrium payoff. Her persistent private information affects this
payoff only through the lowest benefit in the support of her opponents' prior
belief. I also show that in every equilibrium which is optimal for the patient
player, her on-path behavior is nonstationary, and her long-run action
frequencies are pinned down for all except two types. Conceptually, my
payoff-type approach incorporates a realistic concern that no type of
reputation-building player is immune to reneging temptations. Compared to
commitment-type models, the incentive constraints for all types of patient
player lead to a sharp characterization of her highest attainable payoff and
novel predictions on her behaviors.",International Journal of Approximate Reasoning ,http://arxiv.org/abs/2006.08071v1,cs.LG
521,Delegation in Veto Bargaining,"A proposer requires the approval of a veto player to change a status quo.
Preferences are single peaked. Proposer is uncertain about Vetoer's ideal
point. We study Proposer's optimal mechanism without transfers. Vetoer is given
a menu, or a delegation set, to choose from. The optimal delegation set
balances the extent of Proposer's compromise with the risk of a veto. Under
reasonable conditions, ""full delegation"" is optimal: Vetoer can choose any
action between the status quo and Proposer's ideal action. This outcome largely
nullifies Proposer's bargaining power; Vetoer frequently obtains her ideal
point, and there is Pareto efficiency despite asymmetric information. More
generally, we identify when ""interval delegation"" is optimal. Optimal interval
delegation can be a Pareto improvement over cheap talk. We derive comparative
statics. Vetoer receives less discretion when preferences are more likely to be
aligned, by contrast to expertise-based delegation. Methodologically, our
analysis handles stochastic mechanisms.",International Journal of Business,http://arxiv.org/abs/2006.06773v3,econ.GN
125,Player-Compatible Learning and Player-Compatible Equilibrium,"Player-Compatible Equilibrium (PCE) imposes cross-player restrictions on the
magnitudes of the players' ""trembles"" onto different strategies. These
restrictions capture the idea that trembles correspond to deliberate
experiments by agents who are unsure of the prevailing distribution of play.
PCE selects intuitive equilibria in a number of examples where trembling-hand
perfect equilibrium (Selten, 1975) and proper equilibrium (Myerson, 1978) have
no bite. We show that rational learning and weighted fictitious play imply our
compatibility restrictions in a steady-state setting.","International Journal of Business & Applied Sciences
 ",http://arxiv.org/abs/1712.08954v8,econ.GN
290,"Closed form solutions of Lucas Uzawa model with externalities via
  partial Hamiltonian approach. Some Clarifications","The main aim of this paper is to give some clarifications to the recent paper
published in Computational and Applied Mathematics by Naz and Chaudhry.",International Journal of Communication and Media Science ,http://arxiv.org/abs/1907.12623v1,econ.GN
235,"Deriving the factor endowment--commodity output relationship for
  Thailand (1920-1927) using a three-factor two-good general equilibrium trade
  model","Feeny (1982, pp. 26-28) referred to a three-factor two-good general
equilibrium trade model, when he explained the relative importance of trade and
factor endowments in Thailand 1880-1940. For example, Feeny (1982) stated that
the growth in labor stock would be responsible for a substantial increase in
rice output relative to textile output. Is Feeny's statement plausible? The
purpose of this paper is to derive the Rybczynski sign patterns, which express
the factor endowment--commodity output relationship, for Thailand during the
period 1920 to 1927 using the EWS (economy-wide substitution)-ratio vector. A
'strong Rybczynski result' necessarily holds. I derived three Rybczynski sign
patterns. However, a more detailed estimate allowed a reduction from three
candidates to two. I restrict the analysis to the period 1920-1927 because of
data availability. The results imply that Feeny's statement might not
necessarily hold. Hence, labor stock might not affect the share of exportable
sector in national income positively. Moreover, the percentage of Chinese
immigration in the total population growth was not as large as expected. This
study will be useful when simulating real wage in Thailand.",International Journal of Coronaviruses ,http://arxiv.org/abs/1810.04819v1,econ.GN
273,"Measuring Price Discovery between Nearby and Deferred Contracts in
  Storable and Non-Storable Commodity Futures Markets","Futures market contracts with varying maturities are traded concurrently and
the speed at which they process information is of value in understanding the
pricing discovery process. Using price discovery measures, including Putnins
(2013) information leadership share and intraday data, we quantify the
proportional contribution of price discovery between nearby and deferred
contracts in the corn and live cattle futures markets. Price discovery is more
systematic in the corn than in the live cattle market. On average, nearby
contracts lead all deferred contracts in price discovery in the corn market,
but have a relatively less dominant role in the live cattle market. In both
markets, the nearby contract loses dominance when its relative volume share
dips below 50%, which occurs about 2-3 weeks before expiration in corn and 5-6
weeks before expiration in live cattle. Regression results indicate that the
share of price discovery is most closely linked to trading volume but is also
affected, to far less degree, by time to expiration, backwardation, USDA
announcements and market crashes. The effects of these other factors vary
between the markets which likely reflect the difference in storability as well
as other market-related characteristics.","International Journal of Economics and Finance
",http://arxiv.org/abs/1711.03506v1,econ.GN
240,Religion and Terrorism: Evidence from Ramadan Fasting,"We study the effect of religion and intense religious experiences on
terrorism by focusing on one of the five pillars of Islam: Ramadan fasting. For
identification, we exploit two facts: First, daily fasting from dawn to sunset
during Ramadan is considered mandatory for most Muslims. Second, the Islamic
calendar is not synchronized with the solar cycle. We find a robust negative
effect of more intense Ramadan fasting on terrorist events within districts and
country-years in predominantly Muslim countries. This effect seems to operate
partly through decreases in public support for terrorism and the operational
capabilities of terrorist groups.","International Journal of Economics and Finance Studies 
",http://arxiv.org/abs/1810.09869v3,econ.GN
151,Réintégration des refusés en Credit Scoring,"The granting process of all credit institutions rejects applicants who seem
risky regarding the repayment of their debt. A credit score is calculated and
associated with a cut-off value beneath which an applicant is rejected.
Developing a new score implies having a learning dataset in which the response
variable good/bad borrower is known, so that rejects are de facto excluded from
the learning process. We first introduce the context and some useful notations.
Then we formalize if this particular sampling has consequences on the score's
relevance. Finally, we elaborate on methods that use not-financed clients'
characteristics and conclude that none of these methods are satisfactory in
practice using data from Cr\'edit Agricole Consumer Finance.
  -----
  Un syst\`eme d'octroi de cr\'edit peut refuser des demandes de pr\^et
jug\'ees trop risqu\'ees. Au sein de ce syst\`eme, le score de cr\'edit fournit
une valeur mesurant un risque de d\'efaut, valeur qui est compar\'ee \`a un
seuil d'acceptabilit\'e. Ce score est construit exclusivement sur des donn\'ees
de clients financ\'es, contenant en particulier l'information `bon ou mauvais
payeur', alors qu'il est par la suite appliqu\'e \`a l'ensemble des demandes.
Un tel score est-il statistiquement pertinent ? Dans cette note, nous
pr\'ecisons et formalisons cette question et \'etudions l'effet de l'absence
des non-financ\'es sur les scores \'elabor\'es. Nous pr\'esentons ensuite des
m\'ethodes pour r\'eint\'egrer les non-financ\'es et concluons sur leur
inefficacit\'e en pratique, \`a partir de donn\'ees issues de Cr\'edit Agricole
Consumer Finance.",International Journal of Environmental Research and Public Health,http://arxiv.org/abs/1903.10855v1,econ.GN
600,Buy-Online-and-Pick-up-in-Store in Omnichannel Retailing,"In this paper, we extend the model of Gao and Su (2016) and consider an
omnichannel strategy in which inventory can be replenished when a retailer
sells only in physical stores. With ""buy-online-and-pick-up-in-store"" (BOPS)
having been introduced, consumers can choose to buy directly online, buy from a
retailer using BOPS, or go directly to a store to make purchases without using
BOPS. The retailer is able to select the inventory level to maximize the
probability of inventory availability at the store. Furthermore, the retailer
can incur an additional cost to reduce the BOPS ordering lead time, which
results in a lowered hassle cost for consumers who use BOPS. In conclusion, we
found that there are two types of equilibrium: that in which all consumers go
directly to the store without using BOPS and that in which all consumers use
BOPS.",International Journal of Financial Studies ,http://arxiv.org/abs/1909.00822v2,econ.EM
607,"The Optimal Deterrence of Crime: A Focus on the Time Preference of DWI
  Offenders","We develop a general model for finding the optimal penal strategy based on
the behavioral traits of the offenders. We focus on how the discount rate
(level of time discounting) affects criminal propensity on the individual
level, and how the aggregation of these effects influences criminal activities
on the population level. The effects are aggregated based on the distribution
of discount rate among the population. We study this distribution empirically
through a survey with 207 participants, and we show that it follows
zero-inflated exponential distribution. We quantify the effectiveness of the
penal strategy as its net utility for the population, and show how this
quantity can be maximized. When we apply the maximization procedure on the
offense of impaired driving (DWI), we discover that the effectiveness of DWI
deterrence depends critically on the amount of fine and prison condition.",International Journal of Financial Studies ,http://arxiv.org/abs/1909.06509v2,econ.EM
327,Identification of and correction for publication bias,"Some empirical results are more likely to be published than others. Such
selective publication leads to biased estimates and distorted inference. This
paper proposes two approaches for identifying the conditional probability of
publication as a function of a study's results, the first based on systematic
replication studies and the second based on meta-studies. For known conditional
publication probabilities, we propose median-unbiased estimators and associated
confidence sets that correct for selective publication. We apply our methods to
recent large-scale replication studies in experimental economics and
psychology, and to meta-studies of the effects of minimum wages and de-worming
programs.",International Journal of Forecasting ,http://arxiv.org/abs/1711.10527v1,stat.ME
414,"The Role of Agricultural Sector Productivity in Economic Growth: The
  Case of Iran's Economic Development Plan","This study provides the theoretical framework and empirical model for
productivity growth evaluations in agricultural sector as one of the most
important sectors in Iran's economic development plan. We use the Solow
residual model to measure the productivity growth share in the value-added
growth of the agricultural sector. Our time series data includes value-added
per worker, employment, and capital in this sector. The results show that the
average total factor productivity growth rate in the agricultural sector is
-0.72% during 1991-2010. Also, during this period, the share of total factor
productivity growth in the value-added growth is -19.6%, while it has been
forecasted to be 33.8% in the fourth development plan. Considering the
effective role of capital in the agricultural low productivity, we suggest
applying productivity management plans (especially in regards of capital
productivity) to achieve future growth goals.",International Journal of General Systems ,http://arxiv.org/abs/1806.04235v1,econ.GN
494,Bootstrap Methods in Econometrics,"The bootstrap is a method for estimating the distribution of an estimator or
test statistic by re-sampling the data or a model estimated from the data.
Under conditions that hold in a wide variety of econometric applications, the
bootstrap provides approximations to distributions of statistics, coverage
probabilities of confidence intervals, and rejection probabilities of
hypothesis tests that are more accurate than the approximations of first-order
asymptotic distribution theory. The reductions in the differences between true
and nominal coverage or rejection probabilities can be very large. In addition,
the bootstrap provides a way to carry out inference in certain settings where
obtaining analytic distributional approximations is difficult or impossible.
This article explains the usefulness and limitations of the bootstrap in
contexts of interest in econometrics. The presentation is informal and
expository. It provides an intuitive understanding of how the bootstrap works.
Mathematical details are available in references that are cited.",International Journal of Management Research and Economics,http://arxiv.org/abs/1809.04016v1,econ.GN
37,"Propensity score matching for multiple treatment levels: A CODA-based
  contribution","This study proposes a simple technique for propensity score matching for
multiple treatment levels under the strong unconfoundedness assumption with the
help of the Aitchison distance proposed in the field of compositional data
analysis (CODA).",International Journal of Management Research and Economics ,http://arxiv.org/abs/1710.08558v1,econ.TH
357,Reversals of signal-posterior monotonicity imply a bias of screening,"This note strengthens the main result of Lagziel and Lehrer (2019) (LL) ""A
bias in screening"" using Chambers Healy (2011) (CH) ""Reversals of
signal-posterior monotonicity for any bounded prior"". LL show that the
conditional expectation of an unobserved variable of interest, given that a
noisy signal of it exceeds a cutoff, may decrease in the cutoff. CH prove that
the distribution of a variable conditional on a lower signal may first order
stochastically dominate the distribution conditional on a higher signal.
  The nonmonotonicity result is also extended to the empirically relevant
exponential and Pareto distributions, and to a wide range of signals.",International Journal of Operational Research,http://arxiv.org/abs/1910.03117v6,econ.GN
552,"Simple Inference on Functionals of Set-Identified Parameters Defined by
  Linear Moments","This paper considers uniformly valid inference for linear functionals and
scalar subvectors of partially identified parameters defined by linear moment
inequalities. Our proposed procedure amounts to bootstrapping the value
functions of four carefully constructed ""perturbed"" linear programming
problems, and does not require the researcher to grid over the parameter space.
Our low-level conditions for uniform validity rely on an application of Sard's
Theorem from differential topology. Our procedure is asymptotically
conservative for the true partially identified parameter, but is valid under
weak assumptions, performs well in finite samples, and is computationally
simple to implement.",International Journal of Operational Research,http://arxiv.org/abs/1810.03180v9,econ.GN
484,"Heterogeneous Effects of Unconventional Monetary Policy on Loan Demand
  and Supply. Insights from the Bank Lending Survey","This paper analyzes the bank lending channel and the heterogeneous effects on
the euro area, providing evidence that the channel is indeed working. The
analysis of the transmission mechanism is based on structural impulse responses
to an unconventional monetary policy shock on bank loans. The Bank Lending
Survey (BLS) is exploited in order to get insights on developments of loan
demand and supply. The contribution of this paper is to use country-specific
data to analyze the consequences of unconventional monetary policy, instead of
taking an aggregate stance by using euro area data. This approach provides a
deeper understanding of the bank lending channel and its effects. That is, an
expansionary monetary policy shock leads to an increase in loan demand, supply
and output growth. A small north-south disparity between the countries can be
observed.",International Journal of Social Science Studies,http://arxiv.org/abs/1807.04161v1,econ.GN
342,"On the solution of the variational optimisation in the rational
  inattention framework","I analyse the solution method for the variational optimisation problem in the
rational inattention framework proposed by Christopher A. Sims. The solution,
in general, does not exist, although it may exist in exceptional cases. I show
that the solution does not exist for the quadratic and the logarithmic
objective functions analysed by Sims (2003, 2006). For a linear-quadratic
objective function a solution can be constructed under restrictions on all but
one of its parameters. This approach is, therefore, unlikely to be applicable
to a wider set of economic models.",International Journal of Standardization Research,http://arxiv.org/abs/1802.09869v2,econ.GN
292,On the Solutions of the Lucas-Uzawa Model,"In a recent paper, Naz and Chaudry provided two solutions for the model of
Lucas-Uzawa, via the Partial Hamiltonian Approach. The first one of these
solutions coincides exactly with that determined by Chilarescu. For the second
one, they claim that this is a new solution, fundamentally different than that
obtained by Chilarescu. We will prove in this paper, using the existence and
uniqueness theorem of nonlinear differential equations, that this is not at all
true.",International Journal of Statistics and Economics,http://arxiv.org/abs/1907.12658v1,stat.AP
337,"Knowledge and Unanimous Acceptance of Core Payoffs: An Epistemic
  Foundation for Cooperative Game Theory","We provide an epistemic foundation for cooperative games by proof theory via
studying the knowledge for players unanimously accepting only core payoffs. We
first transform each cooperative game into a decision problem where a player
can accept or reject any payoff vector offered to her based on her knowledge
about available cooperation. Then we use a modified KD-system in epistemic
logic, which can be regarded as a counterpart of the model for non-cooperative
games in Bonanno (2008), (2015), to describe a player's knowledge,
decision-making criterion, and reasoning process; especially, a formula called
C-acceptability is defined to capture the criterion for accepting a core payoff
vector. Within this syntactical framework, we characterize the core of a
cooperative game in terms of players' knowledge. Based on that result, we
discuss an epistemic inconsistency behind Debreu-Scarf Theorem, that is, the
increase of the number of replicas has invariant requirement on each
participant's knowledge from the aspect of competitive market, while requires
unbounded epistemic ability players from the aspect of cooperative game.",International Journal of Sustainable Transportation ,http://arxiv.org/abs/1802.04595v4,cs.CY
213,The preference lattice,"Most comparisons of preferences are instances of single-crossing dominance.
We examine the lattice structure of single-crossing dominance, proving
characterisation, existence and uniqueness results for minimum upper bounds of
arbitrary sets of preferences. We apply these theorems to derive comparative
statics for collective choice, to characterise a 'generalised maxmin' class of
ambiguity-averse preferences over Savage acts, and to revisit the tension
between liberalism and Pareto-efficiency in social choice (Sen, 1970).","International Journal of Theoretical and Applied Finance 
",http://arxiv.org/abs/1902.07260v3,econ.GN
472,"A global economic policy uncertainty index from principal component
  analysis","This paper constructs a global economic policy uncertainty index through the
principal component analysis of the economic policy uncertainty indices for
twenty primary economies around the world. We find that the PCA-based global
economic policy uncertainty index is a good proxy for the economic policy
uncertainty on a global scale, which is quite consistent with the GDP-weighted
global economic policy uncertainty index. The PCA-based economic policy
uncertainty index is found to be positively related with the volatility and
correlation of the global financial market, which indicates that the stocks are
more volatile and correlated when the global economic policy uncertainty is
higher. The PCA-based global economic policy uncertainty index performs
slightly better because the relationship between the PCA-based uncertainty and
market volatility and correlation is more significant.",International Journal of Transportation Science & Technology,http://arxiv.org/abs/1907.05049v2,econ.GN
139,Completeness and Transitivity of Preferences on Mixture Sets,"In this paper, we show that the presence of the Archimedean and the
mixture-continuity properties of a binary relation, both empirically
non-falsifiable in principle, foreclose the possibility of consistency
(transitivity) without decisiveness (completeness), or decisiveness without
consistency, or in the presence of a weak consistency condition, neither. The
basic result can be sharpened when specialized from the context of a
generalized mixture set to that of a mixture set in the sense of
Herstein-Milnor (1953). We relate the results to the antecedent literature, and
view them as part of an investigation into the interplay of the structure of
the choice space and the behavioral assumptions on the binary relation defined
on it; the ES research program due to Eilenberg (1941) and Sonnenschein (1965),
and one to which Schmeidler (1971) is an especially influential contribution.",International Journal of Workplace Health Management ,http://arxiv.org/abs/1810.02454v1,econ.GN
70,J. S. Mill's Liberal Principle and Unanimity,"The broad concept of an individual's welfare is actually a cluster of related
specific concepts that bear a ""family resemblance"" to one another. One might
care about how a policy will affect people both in terms of their subjective
preferences and also in terms of some notion of their objective interests. This
paper provides a framework for evaluation of policies in terms of welfare
criteria that combine these two considerations. Sufficient conditions are
provided for such a criterion to imply the same ranking of social states as
does Pareto's unanimity criterion. Sufficiency is proved via study of a
community of agents with interdependent ordinal preferences.",Issues in Political Economy,http://arxiv.org/abs/1903.07769v1,econ.EM
336,A General Method for Demand Inversion,"This paper describes a numerical method to solve for mean product qualities
which equates the real market share to the market share predicted by a discrete
choice model. The method covers a general class of discrete choice model,
including the pure characteristics model in Berry and Pakes(2007) and the
random coefficient logit model in Berry et al.(1995) (hereafter BLP). The
method transforms the original market share inversion problem to an
unconstrained convex minimization problem, so that any convex programming
algorithm can be used to solve the inversion. Moreover, such results also imply
that the computational complexity of inverting a demand model should be no more
than that of a convex programming problem. In simulation examples, I show the
method outperforms the contraction mapping algorithm in BLP. I also find the
method remains robust in pure characteristics models with near-zero market
shares.",Italian Economic Journal ,http://arxiv.org/abs/1802.04444v3,stat.AP
40,Implications of macroeconomic volatility in the Euro area,"In this paper we estimate a Bayesian vector autoregressive model with factor
stochastic volatility in the error term to assess the effects of an uncertainty
shock in the Euro area. This allows us to treat macroeconomic uncertainty as a
latent quantity during estimation. Only a limited number of contributions to
the literature estimate uncertainty and its macroeconomic consequences jointly,
and most are based on single country models. We analyze the special case of a
shock restricted to the Euro area, where member states are highly related by
construction. We find significant results of a decrease in real activity for
all countries over a period of roughly a year following an uncertainty shock.
Moreover, equity prices, short-term interest rates and exports tend to decline,
while unemployment levels increase. Dynamic responses across countries differ
slightly in magnitude and duration, with Ireland, Slovakia and Greece
exhibiting different reactions for some macroeconomic fundamentals.",Journal of Agricultural Economics ,http://arxiv.org/abs/1801.02925v2,econ.GN
274,"Economic Complexity Unfolded: Interpretable Model for the Productive
  Structure of Economies","Economic complexity reflects the amount of knowledge that is embedded in the
productive structure of an economy. It resides on the premise of hidden
capabilities - fundamental endowments underlying the productive structure. In
general, measuring the capabilities behind economic complexity directly is
difficult, and indirect measures have been suggested which exploit the fact
that the presence of the capabilities is expressed in a country's mix of
products. We complement these studies by introducing a probabilistic framework
which leverages Bayesian non-parametric techniques to extract the dominant
features behind the comparative advantage in exported products. Based on
economic evidence and trade data, we place a restricted Indian Buffet Process
on the distribution of countries' capability endowment, appealing to a culinary
metaphor to model the process of capability acquisition. The approach comes
with a unique level of interpretability, as it produces a concise and
economically plausible description of the instantiated capabilities.",Journal of Applied Econometrics ,http://arxiv.org/abs/1711.07327v2,q-fin.TR
428,A Bilateral River Bargaining Problem with Negative Externality,"This article is addressing the problem of river sharing between two agents
along a river in the presence of negative externalities. Where, each agent
claims river water based on the hydrological characteristics of the
territories. The claims can be characterized by some international framework
(principles) of entitlement. These international principles are appears to be
inequitable by the other agents in the presence of negative externalities. The
negotiated treaties address sharing water along with the issue of negative
externalities imposed by the upstream agent on the downstream agents. The
market based bargaining mechanism is used for modeling and for characterization
of agreement points.",Journal of Applied Econometrics ,http://arxiv.org/abs/1912.05844v1,stat.ME
96,"The effects of institutional quality on formal and informal borrowing
  across high-, middle-, and low-income countries","This paper examines the effects of institutional quality on financing choice
of individual using a large dataset of 137,160 people from 131 countries. We
classify borrowing activities into three categories, including formal,
constructive informal, and underground borrowing. Although the result shows
that better institutions aids the uses of formal borrowing, the impact of
institutions on constructive informal and underground borrowing among three
country sub-groups differs. Higher institutional quality improves constructive
informal borrowing in middle-income countries but reduces the use of
underground borrowing in high- and low-income countries.","Journal of Applied Economics and Business
",http://arxiv.org/abs/1903.07866v1,econ.GN
68,"Exact Solution for the Portfolio Diversification Problem Based on
  Maximizing the Risk Adjusted Return","The potential benefits of portfolio diversification have been known to
investors for a long time. Markowitz (1952) suggested the seminal approach for
optimizing the portfolio problem based on finding the weights as budget shares
that minimize the variance of the underlying portfolio. Hatemi-J and El-Khatib
(2015) suggested finding the weights that will result in maximizing the risk
adjusted return of the portfolio. This approach seems to be preferred by the
rational investors since it combines risk and return when the optimal budget
shares are sought for. The current paper provides a general solution for this
risk adjusted return problem that can be utilized for any potential number of
assets that are included in the portfolio.","Journal of Artificial Societies and Social Simulation 
",http://arxiv.org/abs/1903.01082v1,econ.EM
446,Final Topology for Preference Spaces,"We say a model is continuous in utilities (resp., preferences) if small
perturbations of utility functions (resp., preferences) generate small changes
in the model's outputs. While similar, these two concepts are equivalent only
when the topology satisfies the following universal property: for each
continuous mapping from preferences to model's outputs there is a unique
mapping from utilities to model's outputs that is faithful to the preference
map and is continuous. The topologies that satisfy such a universal property
are called final topologies. In this paper we analyze the properties of the
final topology for preference sets. This is of practical importance since most
of the analysis on continuity is done via utility functions and not the
primitive preference space. Our results allow the researcher to extrapolate
continuity in utility to continuity in the underlying preferences.",Journal of Big Data ,http://arxiv.org/abs/2004.02357v2,stat.ML
56,Strategically Simple Mechanisms,"We define and investigate a property of mechanisms that we call ""strategic
simplicity,"" and that is meant to capture the idea that, in strategically
simple mechanisms, strategic choices require limited strategic sophistication.
We define a mechanism to be strategically simple if choices can be based on
first-order beliefs about the other agents' preferences and first-order
certainty about the other agents' rationality alone, and there is no need for
agents to form higher-order beliefs, because such beliefs are irrelevant to the
optimal strategies. All dominant strategy mechanisms are strategically simple.
But many more mechanisms are strategically simple. In particular, strategically
simple mechanisms may be more flexible than dominant strategy mechanisms in the
bilateral trade problem and the voting problem.",Journal of Business and Economic Statistics,http://arxiv.org/abs/1812.00849v1,econ.EM
413,A Growth Model with Unemployment,"A standard growth model is modified in a straightforward way to incorporate
what Keynes (1936) suggests in the ""essence"" of his general theory. The
theoretical essence is the idea that exogenous changes in investment cause
changes in employment and unemployment. We implement this idea by assuming the
path for capital growth rate is exogenous in the growth model. The result is a
growth model that can explain both long term trends and fluctuations around the
trend. The modified growth model was tested using the U.S. economic data from
1947 to 2014. The hypothesized inverse relationship between the capital growth
and changes in unemployment was confirmed, and the structurally estimated model
fits fluctuations in unemployment reasonably well.",Journal of Business and Economic Statistics,http://arxiv.org/abs/1806.04228v1,econ.EM
504,On the Equivalence of Neural and Production Networks,"This paper identifies the mathematical equivalence between economic networks
of Cobb-Douglas agents and Artificial Neural Networks. It explores two
implications of this equivalence under general conditions. First, a burgeoning
literature has established that network propagation can transform microeconomic
perturbations into large aggregate shocks. Neural network equivalence amplifies
the magnitude and complexity of this phenomenon. Second, if economic agents
adjust their production and utility functions in optimal response to local
conditions, market pricing is a sufficient and robust channel for information
feedback leading to macro learning.",Journal of Business and Economic Statistics,http://arxiv.org/abs/2005.00510v2,econ.EM
281,"On the Equilibrium Uniqueness in Cournot Competition with Demand
  Uncertainty","We revisit the linear Cournot model with uncertain demand that is studied in
Lagerl\""of (2006)* and provide sufficient conditions for equilibrium uniqueness
that complement the existing results. We show that if the distribution of the
demand intercept has the decreasing mean residual demand (DMRD) or the
increasing generalized failure rate (IGFR) property, then uniqueness of
equilibrium is guaranteed. The DMRD condition implies log-concavity of the
expected profits per unit of output without additional assumptions on the
existence or the shape of the density of the demand intercept and, hence,
answers in the affirmative the conjecture of Lagerl\""of (2006)* that such
conditions may not be necessary.
  *Johan Lagerl\""of, Equilibrium uniqueness in a Cournot model with demand
uncertainty. The B.E. Journal in Theoretical Economics, Vol. 6: Iss 1.
(Topics), Article 19:1--6, 2006.",Journal of Business and Economic Statistics ,http://arxiv.org/abs/1906.03558v3,econ.EM
591,Equilibrium Refinement in Finite Evidence Games,"Evidence games study situations where a sender persuades a receiver by
selectively disclosing hard evidence about an unknown state of the world.
Evidence games often have multiple equilibria. Hart et al. (2017) propose to
focus on truth-leaning equilibria, i.e., perfect Bayesian equilibria where the
sender prefers disclosing truthfully when indifferent, and the receiver takes
off-path disclosure at face value. They show that a truth-leaning equilibrium
is an equilibrium of a perturbed game where the sender has an infinitesimal
reward for truth-telling. We show that, when the receiver's action space is
finite, truth-leaning equilibrium may fail to exist, and it is not equivalent
to equilibrium of the perturbed game. To restore existence, we introduce a
disturbed game with a small uncertainty about the receiver's payoff. A
purifiable equilibrium is a truth-leaning equilibrium in an infinitesimally
disturbed game. It exists and features a simple characterization. A
truth-leaning equilibrium that is also purifiable is an equilibrium of the
perturbed game.",Journal of Business Research ,http://arxiv.org/abs/2007.06403v1,econ.GN
470,"Emergent inequality and endogenous dynamics in a simple behavioral
  macroeconomic model","Standard macroeconomic models assume that households are rational in the
sense that they are perfect utility maximizers, and explain economic dynamics
in terms of shocks that drive the economy away from the stead-state. Here we
build on a standard macroeconomic model in which a single rational
representative household makes a savings decision of how much to consume or
invest. In our model households are myopic boundedly rational heterogeneous
agents embedded in a social network. From time to time each household updates
its savings rate by copying the savings rate of its neighbor with the highest
consumption. If the updating time is short, the economy is stuck in a poverty
trap, but for longer updating times economic output approaches its optimal
value, and we observe a critical transition to an economy with irregular
endogenous oscillations in economic output, resembling a business cycle. In
this regime households divide into two groups: Poor households with low savings
rates and rich households with high savings rates. Thus inequality and economic
dynamics both occur spontaneously as a consequence of imperfect household
decision making. Our work here supports an alternative program of research that
substitutes utility maximization for behaviorally grounded decision making.",Journal of Causal Inference ,http://arxiv.org/abs/1907.02155v1,stat.ME
94,"A micro-simulation model of irrigation farms in the southern
  Murray-Darling Basin","This paper presents a farm level irrigation microsimulation model of the
southern Murray-Darling Basin. The model leverages detailed ABARES survey data
to estimate a series of input demand and output supply equations, derived from
a normalised quadratic profit function. The parameters from this estimation are
then used to simulate the impact on total cost, revenue and profit of a
hypothetical 30 per cent increase in the price of water. The model is still
under development, with several potential improvements suggested in the
conclusion. This is a working paper, provided for the purpose of receiving
feedback on the analytical approach to improve future iterations of the
microsimulation model.",Journal of Cleaner Production,http://arxiv.org/abs/1903.05781v1,econ.GN
229,"Dominating Attributes Of Professed Firm Culture Of Holding Companies -
  Members Of The Bulgarian Industrial Capital Association","This article aims to outline the diversity of cultural phenomena that occur
at organizational level, emphasizing the place and role of the key attributes
of professed firm culture for the survival and successful development of big
business organizations. The holding companies, members of the Bulgarian
Industrial Capital Association, are chosen as a survey object as the mightiest
driving engines of the local economy. That is why their emergence and
development in the transition period is monitored and analyzed. Based on an
empirical study of relevant website content, important implications about
dominating attributes of professed firm culture on them are found and several
useful recommendations to their senior management are made.",Journal of Cleaner Production,http://arxiv.org/abs/1810.02617v1,econ.GN
448,"A geometric characterization of VES and Kadiyala-type production
  functions","The basic concepts of the differential geometry are shortly reviewed and
applied to the study of VES production function in the spirit of the works of
V\^ilcu and collaborators. A similar characterization is given for a more
general production function, namely the Kadiyala production function, in the
case of developable surfaces.",Journal of Cleaner Production ,http://arxiv.org/abs/2004.09617v1,physics.soc-ph
480,Cancer Risk Messages: Public Health and Economic Welfare,"Statements for public health purposes such as ""1 in 2 will get cancer by age
85"" have appeared in public spaces. The meaning drawn from such statements
affects economic welfare, not just public health. Both markets and government
use risk information on all kinds of risks, useful information can, in turn,
improve economic welfare, however inaccuracy can lower it. We adapt the
contingency table approach so that a quoted risk is cross-classified with the
states of nature. We show that bureaucratic objective functions regarding the
accuracy of a reported cancer risk can then be stated.",Journal of Complex Networks,http://arxiv.org/abs/1807.03045v2,physics.soc-ph
496,On the Choice of Instruments in Mixed Frequency Specification Tests,"Time averaging has been the traditional approach to handle mixed sampling
frequencies. However, it ignores information possibly embedded in high
frequency. Mixed data sampling (MIDAS) regression models provide a concise way
to utilize the additional information in high-frequency variables. In this
paper, we propose a specification test to choose between time averaging and
MIDAS models, based on a Durbin-Wu-Hausman test. In particular, a set of
instrumental variables is proposed and theoretically validated when the
frequency ratio is large. As a result, our method tends to be more powerful
than existing methods, as reconfirmed through the simulations.",Journal of Computational and Applied Mathematics,http://arxiv.org/abs/1809.05503v1,math.ST
